Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Donovan Mitchell,1m91,28,71,24,4.5,5
Darius Garland,1m88,24,75,20.6,2.9,6.7
Evan Mobley,2m13,23,71,18.5,9.3,3.2
De'Andre Hunter,2m01,27,27,14.3,4.2,1.3
Jarrett Allen,2m09,26,82,13.5,9.7,1.9
Ty Jerome,1m97,27,70,12.5,2.5,3.4
Caris LeVert,1m98,30,38,10.2,2.8,3.7
Max Strus,1m97,28,50,9.4,4.3,3.2
Georges Niang,2m01,31,51,8.7,3.7,1.3
Nae'qwan Tomlin,2m02,23,5,7.2,4.2,0.4
Sam Merrill,1m95,28,71,7.2,2.2,1.5
Isaac Okoro,1m99,23,55,6.1,2.4,1.2
Dean Wade,2m09,28,59,5.4,4.2,1.3
Emoni Bates,2m06,20,10,3.7,0.7,0.8
Craig Porter,1m87,24,51,3.7,1.3,1.4
Jaylon Tyson,2m00,,47,3.6,2,0.9
Javonte Green,1m93,31,18,3.3,2.2,0.6
J.T. Thor,2m08,22,9,3.1,0.7,0.1
Chuma Okeke,2m03,26,2,2.5,2,1
Tristan Thompson,2m03,33,40,1.7,3.4,0.6
Luke Travers,1m95,23,12,1,1.7,0.7
