Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Lauri Markkanen,2m13,27,47,19,5.9,1.5
John Collins,2m09,27,40,19,8.2,2
Collin Sexton,1m90,25,63,18.4,2.7,4.2
Keyonte George,1m93,21,67,16.8,3.8,5.6
Jordan Clarkson,1m98,32,37,16.2,3.2,3.7
Walker Kessler,2m13,23,58,11.1,12.2,1.7
Brice Sensabaugh,1m97,21,71,10.9,3,1.5
Kyle Filipowski,2m11,21,72,9.6,6.1,1.9
Johnny Juzang,1m97,23,64,8.9,2.9,1.1
Sviatoslav Mykhailiuk,1m96,27,38,8.8,2.4,2
Isaiah Collier,1m92,20,71,8.7,3.3,6.3
Oscar Tshiebwe,2m06,25,14,7.6,8.7,0.6
Kenyon Martin,1m98,23,19,6.3,2.8,1.5
Drew Eubanks,2m09,27,37,5.8,4.5,1.2
Taylor Hendricks,2m05,21,3,4.7,5,0.7
Cody Williams,2m03,20,50,4.6,2.3,1.2
Patty Mills,1m80,36,17,4.4,1.2,1.2
Micah Potter,2m07,26,38,4.3,4.3,0.8
Jaden Springer,1m93,22,17,3.8,2,1.4
Elijah Harkless,1m90,24,10,3.2,2.1,0.8
