Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Victor Wembanyama,2m25,20,46,24.3,11,3.7
De'Aaron Fox,1m91,27,17,19.7,4.3,6.8
Devin Vassell,1m97,24,64,16.3,4,2.9
Stephon Castle,1m98,20,81,14.7,3.7,4.1
Keldon Johnson,1m98,25,77,12.7,4.8,1.6
Harrison Barnes,2m05,32,82,12.3,3.8,1.7
Jeremy Sochan,2m06,21,54,11.4,6.5,2.4
Julian Champagnie,2m00,23,82,9.9,3.9,1.4
Chris Paul,1m81,39,82,8.8,3.6,7.4
Sandro Mamukelashvili,2m11,25,61,6.3,3.1,0.8
Bismack Biyombo,2m04,32,28,5.1,5.6,1.1
Malaki Branham,1m96,21,47,5,1.1,0.8
Zach Collins,2m13,27,36,4.6,2.8,1.4
Tre Jones,1m91,24,28,4.4,2.1,3.7
Charles Bassey,2m11,24,36,4.4,4.2,0.5
Blake Wesley,1m96,21,58,3.7,1.1,2
David Duke,1m95,25,6,2.7,0.8,0.7
Jordan McLaughlin,1m85,28,18,2.5,0.5,1.5
Sidy Cissoko,1m98,20,17,1.3,0.6,0.4
Harrison Ingram,2m04,22,5,0.8,1.8,0.6
Riley Minix,2m00,24,1,0,2,0
