Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Luka Doncic,2m01,25,28,28.2,8.1,7.5
Anthony Davis,2m09,31,42,25.7,11.9,3.4
LeBron James,2m03,40,70,24.4,7.8,8.2
Austin Reaves,1m96,26,73,20.2,4.5,5.8
Rui Hachimura,2m03,26,59,13.1,5,1.4
D'Angelo Russell,1m96,28,29,12.4,2.8,4.7
Dalton Knecht,1m98,,78,9.1,2.8,0.8
Max Christie,1m93,21,46,8.5,2.7,1.4
Dorian Finney-Smith,2m03,31,43,7.9,3.6,1.4
Jaxson Hayes,2m13,24,56,6.8,4.8,1
Gabe Vincent,1m91,28,72,6.4,1.3,1.4
Jordan Goodwin,1m91,26,29,5.6,3.9,1.4
Markieff Morris,2m08,35,8,5.5,1.9,2.1
Jarred Vanderbilt,2m08,25,36,4.1,5.1,1.1
Shake Milton,1m98,28,30,3.9,1.8,1.3
Cameron Reddish,2m03,25,33,3.2,2,0.7
Trey Jemison,2m12,25,22,2.6,2.8,0.3
Christian Koloko,2m12,24,37,2.4,2.5,0.4
Bronny James,1m89,19,27,2.3,0.7,0.8
Alex Len,2m15,31,10,2.2,3.1,0.8
Jalen Hood,1m97,21,2,2,0.5,0.5
Armel Traore,2m03,21,9,1.6,1.7,0.1
Quincy Olivari,1m87,,2,1.5,0,0.5
Maxwell Lewis,2m00,22,7,0.6,0.3,0.3
