Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Trae Young,1m89,26,76,24.2,3.1,11.6
De'Andre Hunter,2m01,27,37,19,3.9,1.5
Jalen T. Johnson,2m06,23,36,18.9,10,5
Jacob Toppin,2m00,24,1,17,4,2
Caris LeVert,1m98,30,26,14.9,3.7,2.9
Dyson Daniels,1m97,21,76,14.1,5.9,4.4
Onyeka Okongwu,2m05,24,74,13.4,8.9,2.3
Zaccharie Risacher,2m07,19,75,12.6,3.6,1.2
Georges Niang,2m01,31,28,12.1,3,1.6
Bogdan Bogdanovic,1m97,32,24,10,2.8,2
Terance Mann,1m98,28,30,9.8,3.1,2.1
Clint Capela,2m03,30,55,8.9,8.5,1.1
Larry Nance,2m03,31,24,8.5,4.3,1.6
Garrison Mathews,1m95,28,47,7.5,1.9,1.3
Vit Krejci,2m03,24,57,7.2,2.7,2.6
Daeqwon Plowden,1m97,26,6,7.2,1.8,0.3
Mouhamed Gueye,2m10,22,33,6,4.2,0.8
Keaton Wallace,1m90,25,31,5.4,1.6,2.6
Kobe Bufkin,1m94,21,10,5.3,2.1,1.7
David Roddy,1m95,23,27,4.5,2.6,1.1
Dominick Barlow,2m05,21,35,4.2,2.4,0.5
