Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
Cam Thomas,1m93,23,25,24,3.3,3.8
Cameron Johnson,2m03,28,57,18.8,4.3,3.4
Dennis Schroder,1m81,31,23,18.4,3,6.6
D'Angelo Russell,1m96,28,29,12.9,2.8,5.6
Drew Timme,2m07,24,9,12.1,7.2,2.2
Keon Johnson,1m96,22,79,10.6,3.8,2.2
Trendon Watford,2m06,24,43,10.5,3.7,2.7
Dorian Finney-Smith,2m03,31,20,10.4,4.6,1.6
Nic Claxton,2m11,25,70,10.3,7.4,2.2
Ziaire Williams,2m03,23,63,10,4.6,1.3
Tosan Evbuomwan,2m01,23,28,9.5,4.3,2
Jalen Wilson,2m02,24,79,9.5,3.4,1.8
Noah Clowney,2m07,21,46,9.1,3.9,0.9
Killian Hayes,1m92,23,6,9,3,5.2
Tyrese Martin,1m97,25,60,8.7,3.7,2
Day'Ron Sharpe,2m11,23,50,7.9,6.6,1.8
Tyson Etienne,1m84,25,7,7.9,1.3,1.7
Shake Milton,1m98,28,27,7.4,1.9,2.4
Ben Simmons,2m08,28,33,6.2,5.2,6.9
Dariq Whitehead,1m98,20,20,5.7,1.5,0.6
Maxwell Lewis,2m00,22,21,5.3,2.5,0.8
Reece Beekman,1m90,23,34,2.7,1.1,1.8
Jaylen Martin,1m98,20,3,1,0,0
Yongxi Cui,2m01,21,5,0.6,0.4,0
