Name,Height,Age,Games,Points per game,Assists per game,Rebounds per game
De'Aaron Fox,1m91,27,45,25,5,6.1
Zach LaVine,1m96,29,32,22.4,3.5,3.8
DeMar Derozan,2m00,35,77,22.2,3.9,4.4
Domantas Sabonis,2m08,28,70,19.1,13.9,6
Malik Monk,1m91,26,65,17.2,3.8,5.6
Keegan Murray,2m02,24,76,12.4,6.7,1.4
Jonas Valanciunas,2m10,32,32,8.7,7,1.8
Keon Ellis,1m97,24,80,8.3,2.7,1.5
Kevin Huerter,2m01,26,43,7.9,2.8,1.7
Trey Lyles,2m09,29,69,6.5,4.6,1.2
Jake LaRavia,2m01,23,19,6.1,2.8,1.3
Devin Carter,1m90,22,36,3.8,2.1,1.1
Doug McDermott,2m01,32,42,3.5,0.5,0.2
Isaac Jones,2m06,,40,3.4,1.4,0.3
Markelle Fultz,1m93,26,21,2.9,1,1.3
Jae Crowder,2m00,34,9,2.6,2.2,0.7
Mason Jones,1m95,26,10,2.3,0.9,1.1
Orlando Robinson,2m13,24,9,2.1,1.6,1
Jordan McLaughlin,1m85,28,28,1.9,0.8,0.9
Alex Len,2m15,31,36,1.4,1.8,0.8
Skal Labissiere,2m11,28,4,1.3,0.8,0.3
Colby Jones,1m95,22,24,1.1,1,0.3
Isaiah Crawford,1m97,23,15,0.9,0.5,0.1
Terence Davis,1m93,27,1,0,1,1
Terry Taylor,1m95,25,3,0,0.3,0.7
